,Name,locus_tag,headon,gene_lookup
2361,ypjD,BSU22500,0,2324
2362,ypjC,BSU22510,1,2325
2363,ypjB,BSU22520,0,2326
2364,ypjA,BSU22530,0,2327
2365,qcrC,BSU22540,0,2328
2366,qcrB,BSU22550,0,2329
2367,qcrA,BSU22560,0,2330
2368,ypiF,BSU22570,0,2331
2369,ypiB,BSU22580,0,2332
2370,ypiA,BSU22590,0,2333
2371,aroE,BSU22600,0,2334
2372,tyrA,BSU22610,0,2335
2373,hisC,BSU22620,0,2336
2374,trpA,BSU22630,0,2337
2375,trpB,BSU22640,0,2338
2376,trpF,BSU22650,0,2339
2377,trpC,BSU22660,0,2340
2378,trpD,BSU22670,0,2341
2379,trpE,BSU22680,0,2342
2380,aroH,BSU22690,0,2343
2381,aroB,BSU22700,0,2344
2382,aroF,BSU22710,0,2345
2383,cheR,BSU22720,0,2346
2384,ndk,BSU22730,0,2347
2385,hepT,BSU22740,0,2348
2386,menH,BSU22750,0,2349
2387,hepS,BSU22760,0,2350
2388,mtrB,BSU22770,0,2351
2389,folEA,BSU22780,0,2352
2390,hbs,BSU22790,0,2353
2391,spoIVA,BSU22800,0,2354
2392,yphF,BSU22810,0,2355
2393,yphE,BSU22820,0,2356
2394,gpsA,BSU22830,0,2357
2395,engA,BSU22840,0,2358
2396,ypzH,BSU22849,0,2359
2397,seaA,BSU22850,0,2360
2398,yphA,BSU22860,0,2361
2399,ypzI,BSU22869,1,2362
2400,fni,BSU22870,0,2363
2401,ypfD,BSU22880,0,2364
2402,cmk,BSU22890,0,2365
2403,ypfB,BSU22900,0,2366
2404,ypfA,BSU22910,0,2367
2405,ypeB,BSU22920,0,2368
2406,sleB,BSU22930,0,2369
2407,prsW,BSU22940,0,2370
2408,ypdA,BSU22950,0,2371
2409,gudB,BSU22960,0,2372
2410,mecB,BSU22970,0,2373
2411,ypbG,BSU22980,0,2374
2412,ypbF,BSU22990,0,2375
2413,ypbE,BSU23000,0,2376
2414,ypbD,BSU23010,0,2377
2415,recQ,BSU23020,0,2378
2416,ypbB,BSU23030,0,2379
2417,fer,BSU23040,1,2380
2418,fmnP,BSU23050,0,2381
2419,ypzE,BSU23060,0,2382
2420,serA,BSU23070,1,2383
2421,aroC,BSU23080,0,2384
2422,rsiX,BSU23090,0,2385
2423,sigX,BSU23100,0,2386
2424,resE,BSU23110,0,2387
2425,resD,BSU23120,0,2388
2426,resC,BSU23130,0,2389
2427,resB,BSU23140,0,2390
2428,resA,BSU23150,0,2391
2429,rluB,BSU23160,0,2392
2430,spmB,BSU23170,0,2393
2431,spmA,BSU23180,0,2394
2432,dacB,BSU23190,0,2395
2433,ypuI,BSU23200,0,2396
2434,spcB,BSU23210,0,2397
2435,scpA,BSU23220,0,2398
2436,ypuF,BSU23230,1,2399
2437,ypzK,BSU23240,0,2400
2438,ribH,BSU23250,0,2401
2439,ribAB,BSU23260,0,2402
2440,ribE,BSU23270,0,2403
2441,ribD,BSU23280,0,2404
2442,,BSU_misc_RNA_36,0,4256
2443,ypuD,BSU23300,0,2405
2444,sipS,BSU23310,0,2406
2445,ypzC,BSU23320,1,2407
2446,ypzJ,BSU23328,0,2408
2447,ypuC,BSU23329,0,2409
2448,ypuC,BSU23330,0,2410
2449,ypuB,BSU23340,0,2411
2450,ypzD,BSU23350,1,2412
2451,ppiB,BSU23360,0,2413
2452,ypuA,BSU23370,1,2414
2453,lysA,BSU23380,0,2415
2454,spoVAF,BSU23390,0,2416
2455,spoVAEA,BSU23401,0,2417
2456,spoVAEB,BSU23402,0,2418
2457,spoVAD,BSU23410,0,2419
2458,spoVAC,BSU23420,0,2420
2459,spoVAB,BSU23430,0,2421
2460,spoVAA,BSU23440,0,2422
2461,sigF,BSU23450,0,2423
2462,spoIIAB,BSU23460,0,2424
2463,spoIIAA,BSU23470,0,2425
2464,dacF,BSU23480,0,2426
2465,pupG,BSU23490,0,2427
2466,drm,BSU23500,0,2428
2467,ripX,BSU23510,0,2429
2468,yqzK,BSU23519,0,2430
2469,fur,BSU23520,0,2431
2470,spoIIM,BSU23530,0,2432
2471,yqkK,BSU23540,0,2433
2472,mleA,BSU23550,0,2434
2473,mleN,BSU23560,0,2435
2474,ansB,BSU23570,0,2436
2475,ansA,BSU23580,0,2437
2476,ansR,BSU23590,1,2438
2477,yqxK,BSU23600,0,2439
2478,nudF,BSU23610,0,2440
2479,yqkF,BSU23620,1,2441
2480,yqkE,BSU23630,0,2442
2481,yqkD,BSU23640,1,2443
2482,yqkC,BSU23650,0,2444
2483,yqkB,BSU23660,0,2445
2484,yqkA,BSU23670,0,2446
2485,yqjZ,BSU23680,0,2447
2486,yqjY,BSU23690,0,2448
2487,yqjX,BSU23700,0,2449
2488,polYB,BSU23710,0,2450
2489,yqzH,BSU23720,1,2451
2490,yqjV,BSU23730,1,2452
2491,yqjU,BSU23740,1,2453
2492,yqjT,BSU23750,0,2454
2493,coaA,BSU23760,0,2455
2494,dsdA,BSU23770,0,2456
2495,yqjQ,BSU23780,0,2457
2496,yqjP,BSU23790,0,2458
2497,proI,BSU23800,1,2459
2498,yqjN,BSU23810,0,2460
2499,yqjM,BSU23820,1,2461
2500,yqjL,BSU23830,1,2462
2501,rnz,BSU23840,0,2463
2502,zwf,BSU23850,1,2464
2503,gndA,BSU23860,0,2465
2504,polYA,BSU23870,0,2466
2505,yqzJ,BSU23880,1,2467
2506,oxaAB,BSU23890,1,2468
2507,yqjF,BSU23900,1,2469
2508,yqjE,BSU23910,0,2470
2509,yqjD,BSU23920,0,2471
2510,yqjC,BSU23930,0,2472
2511,yqjB,BSU23940,0,2473
2512,yqjA,BSU23950,0,2474
2513,artR,BSU23960,0,2475
2514,artQ,BSU23970,0,2476
2515,artP,BSU23980,0,2477
2516,yqiW,BSU23990,0,2478
2517,bmrU,BSU24000,1,2479
2518,bmr,BSU24010,1,2480
2519,bmrR,BSU24020,1,2481
2520,bkdB,BSU24030,0,2482
2521,bkdAB,BSU24040,0,2483
2522,bkdAA,BSU24050,0,2484
2523,lpdV,BSU24060,0,2485
2524,buk,BSU24070,0,2486
2525,bcd,BSU24080,0,2487
2526,ptb,BSU24090,0,2488
2527,bkdR,BSU24100,0,2489
2528,yqzF,BSU24110,1,2490
2529,prpB,BSU24120,0,2491
2530,prpD,BSU24130,0,2492
2531,prpC,BSU24140,0,2493
2532,mmgC,BSU24150,0,2494
2533,mmgB,BSU24160,0,2495
2534,mmgA,BSU24170,0,2496
2535,yqiK,BSU24180,0,2497
2536,yqiI,BSU24190,0,2498
2537,yqiH,BSU24200,0,2499
2538,yqiG,BSU24210,1,2500
2539,spo0A,BSU24220,0,2501
2540,spoIVB,BSU24230,0,2502
2541,recN,BSU24240,0,2503
2542,ahrC,BSU24250,0,2504
2543,yqxC,BSU24260,0,2505
2544,dxs,BSU24270,0,2506
2545,ispA,BSU24280,0,2507
2546,xseB,BSU24290,0,2508
2547,xseA,BSU24300,0,2509
2548,folD,BSU24310,0,2510
2549,nusB,BSU24320,0,2511
2550,yqhY,BSU24330,0,2512
2551,accC,BSU24340,0,2513
2552,accB,BSU24350,0,2514
2553,spoIIIAH,BSU24360,0,2515
2554,spoIIIAG,BSU24370,0,2516
2555,spoIIIAF,BSU24380,0,2517
2556,spoIIIAE,BSU24390,0,2518
2557,spoIIIAD,BSU24400,0,2519
2558,spoIIIAC,BSU24410,0,2520
2559,spoIIIAB,BSU24420,0,2521
2560,spoIIIAA,BSU24430,0,2522
2561,yqhV,BSU24440,0,2523
2562,efp,BSU24450,0,2524
2563,yqhT,BSU24460,0,2525
2564,yqhS,BSU24470,0,2526
2565,yqhR,BSU24480,0,2527
2566,yqhQ,BSU24490,1,2528
2567,yqhP,BSU24500,1,2529
2568,yqhO,BSU24510,0,2530
2569,mntR,BSU24520,0,2531
2570,yqhM,BSU24530,0,2532
2571,yqhL,BSU24540,1,2533
2572,gcvPB,BSU24550,0,2534
2573,gcvPA,BSU24560,0,2535
2574,gcvT,BSU24570,0,2536
2575,,BSU_misc_RNA_38,0,4257
2576,yqhH,BSU24580,1,2537
2577,yqhG,BSU24590,1,2538
2578,sinI,BSU24600,1,2539
2579,sinR,BSU24610,1,2540
2580,tasA,BSU24620,0,2541
2581,sipW,BSU24630,0,2542
2582,yqxM,BSU24640,0,2543
2583,yqzG,BSU24650,1,2544
2584,yqzE,BSU24660,0,2545
2585,comGG,BSU24670,0,2546
2586,comGF,BSU24680,0,2547
2587,comGE,BSU24690,0,2548
2588,comGD,BSU24700,0,2549
2589,comGC,BSU24710,0,2550
2590,comGB,BSU24720,0,2551
2591,comGA,BSU24730,0,2552
2592,yqxL,BSU24740,0,2553
2593,yqhB,BSU24750,1,2554
2594,rsbRD,BSU24760,0,2555
2595,mgsR,BSU24770,0,2556
2596,yqgY,BSU24780,1,2557
2597,yqgX,BSU24790,0,2558
2598,yqgW,BSU24800,1,2559
2599,yqgV,BSU24810,0,2560
2600,yqgU,BSU24820,0,2561
2601,yqgT,BSU24830,0,2562
2602,yqgS,BSU24840,0,2563
2603,glcK,BSU24850,0,2564
2604,yqgQ,BSU24860,0,2565
2605,glpG,BSU24870,0,2566
2606,yqgO,BSU24880,0,2567
2607,yqgN,BSU24890,0,2568
2608,rpmGA,BSU24900,0,2569
2609,yqgM,BSU24910,0,2570
2610,yqgL,BSU24920,0,2571
2611,yqzD,BSU24930,1,2572
2612,yqzC,BSU24940,1,2573
2613,pstBB,BSU24950,0,2574
2614,pstBA,BSU24960,0,2575
2615,pstA,BSU24970,0,2576
2616,pstC,BSU24980,0,2577
2617,pstS,BSU24990,0,2578
2618,pbpA,BSU25000,0,2579
2619,yqgE,BSU25010,0,2580
2620,sodA,BSU25020,0,2581
2621,yqgC,BSU25030,0,2582
2622,yqgB,BSU25040,1,2583
2623,yqgA,BSU25050,0,2584
2624,yqfZ,BSU25060,1,2585
2625,ispG,BSU25070,1,2586
2626,yqfX,BSU25080,0,2587
2627,yqfW,BSU25090,1,2588
2628,zur,BSU25100,0,2589
2629,yqfU,BSU25110,0,2590
2630,yqfT,BSU25120,1,2591
2631,nfo,BSU25130,0,2592
2632,cshB,BSU25140,0,2593
2633,yqfQ,BSU25150,1,2594
2634,ispH,BSU25160,1,2595
2635,yqfO,BSU25170,0,2596
2636,trmK,BSU25180,0,2597
2637,cccA,BSU25190,0,2598
2638,sigA,BSU25200,0,2599
2639,dnaG,BSU25210,0,2600
2640,antE,BSU25220,1,2601
2641,yqxD,BSU25230,0,2602
2642,yqfL,BSU25240,0,2603
2643,ccpN,BSU25250,0,2604
2644,glyS,BSU25260,0,2605
2645,glyQ,BSU25270,0,2606
2646,,BSU_misc_RNA_39,0,4258
2647,recO,BSU25280,0,2607
2648,yqzL,BSU25289,0,2608
2649,era,BSU25290,0,2609
2650,cdd,BSU25300,0,2610
2651,dgkA,BSU25310,0,2611
2652,yqfG,BSU25320,0,2612
2653,yqfF,BSU25330,0,2613
2654,phoH,BSU25340,0,2614
2655,yqfD,BSU25350,0,2615
2656,yqfC,BSU25360,0,2616
2657,yqfB,BSU25370,0,2617
2658,yqfA,BSU25380,0,2618
2659,yqeZ,BSU25390,0,2619
2660,yqeY,BSU25400,0,2620
2661,rpsU,BSU25410,0,2621
2662,yqeW,BSU25420,1,2622
2663,rimO,BSU25430,0,2623
2664,rsmE,BSU25440,0,2624
2665,prmA,BSU25450,0,2625
2666,dnaJ,BSU25460,0,2626
2667,dnaK,BSU25470,0,2627
2668,grpE,BSU25480,0,2628
2669,hrcA,BSU25490,0,2629
2670,hemN,BSU25500,0,2630
2671,lepA,BSU25510,0,2631
2672,yqxA,BSU25520,0,2632
2673,spoIIP,BSU25530,0,2633
2674,gpr,BSU25540,0,2634
2675,rpsT,BSU25550,1,2635
2676,holA,BSU25560,0,2636
2677,yqzM,BSU25569,1,2637
2678,comEC,BSU25570,0,2638
2679,comEB,BSU25580,0,2639
2680,comEA,BSU25590,0,2640
2681,comER,BSU25600,1,2641
2682,yqeM,BSU25610,0,2642
2683,yqeL,BSU25620,0,2643
2684,yqeK,BSU25630,0,2644
2685,nadD,BSU25640,0,2645
2686,yqeI,BSU25650,0,2646
2687,aroD,BSU25660,0,2647
2688,yqeH,BSU25670,0,2648
2689,yqeG,BSU25680,0,2649
2690,sda,BSU25690,1,2650
2691,yqeF,BSU25700,0,2651
2692,cwlH,BSU25710,0,2652
2693,yqeD,BSU25720,1,2653
2694,yqeC,BSU25730,0,2654
2695,yqeB,BSU25740,1,2655
2696,nucB,BSU25750,0,2656
2697,spoIVCB,BSU25760,1,2657
2698,spoIVCA,BSU25770,0,2658
2699,arsC,BSU25780,0,2659
2700,arsB,BSU25790,0,2660
2701,yqcK,BSU25800,0,2661
2702,arsR,BSU25810,0,2662
2703,yqcI,BSU25820,0,2663
2704,rapE,BSU25830,1,2664
2705,phrE,BSU25840,1,2665
2706,yqzI,BSU25850,1,2666
2707,yqcG,BSU25860,1,2667
2708,yqcF,BSU25870,1,2668
2709,yqxJ,BSU25880,0,2669
2710,yqxI,BSU25890,0,2670
2711,cwlA,BSU25900,0,2671
2712,yqxH,BSU25910,0,2672
2713,yqxG,BSU25920,0,2673
2714,yqcE,BSU25930,0,2674
2715,yqcD,BSU25940,0,2675
2716,yqcC,BSU25950,0,2676
2717,yqcB,BSU25960,0,2677
2718,yqcA,BSU25970,0,2678
2719,yqbT,BSU25980,0,2679
2720,yqbS,BSU25990,0,2680
2721,yqbR,BSU26000,0,2681
2722,yqbQ,BSU26010,0,2682
2723,yqbP,BSU26020,0,2683
2724,yqbO,BSU26030,0,2684
2725,yqbN,BSU26039,0,2685
2726,yqbN,BSU26040,0,2686
2727,yqdB,BSU26050,1,2687
2728,yqbM,BSU26060,0,2688
2729,yqbK,BSU26075,0,2689
2730,yqzN,BSU26089,0,2690
2731,yqbJ,BSU26090,0,2691
2732,yqbI,BSU26100,0,2692
2733,yqbH,BSU26110,0,2693
2734,yqbG,BSU26120,0,2694
2735,yqbF,BSU26130,0,2695
2736,yqbE,BSU26140,0,2696
2737,yqbD,BSU26150,0,2697
2738,yqbC,BSU26160,0,2698
2739,yqbB,BSU26170,0,2699
2740,yqbA,BSU26180,0,2700
2741,yqaT,BSU26190,0,2701
2742,yqaS,BSU26200,0,2702
2743,yqaR,BSU26210,0,2703
2744,yqaQ,BSU26220,0,2704
2745,yqaP,BSU26230,1,2705
2746,yqaO,BSU26240,0,2706
2747,yqaN,BSU26250,0,2707
2748,yqzO,BSU26259,0,2708
2749,yqaM,BSU26260,0,2709
2750,yqaL,BSU26270,0,2710
2751,yqaK,BSU26280,0,2711
2752,yqaJ,BSU26290,0,2712
2753,yqaI,BSU26300,0,2713
2754,yqaH,BSU26310,0,2714
2755,yqaG,BSU26320,0,2715
2756,yqdA,BSU26330,0,2716
2757,yqaF,BSU26340,0,2717
2758,yqaE,BSU26350,1,2718
2759,yqaD,BSU26360,0,2719
2760,yqaC,BSU26370,0,2720
2761,yqaB,BSU26380,1,2721
2762,spoIIIC,BSU26390,1,2722
2763,yrkS,BSU26400,0,2723
2764,psiE,BSU26410,0,2724
2765,yrkQ,BSU26420,0,2725
2766,yrkP,BSU26430,0,2726
2767,yrkO,BSU26440,1,2727
2768,yrkN,BSU26450,1,2728
2769,yrkL,BSU26470,0,2729
2770,yrkK,BSU26480,0,2730
2771,yrkJ,BSU26490,0,2731
2772,yrkI,BSU26500,0,2732
2773,yrkH,BSU26510,0,2733
2774,yrkF,BSU26530,0,2734
2775,yrkE,BSU26540,0,2735
2776,yrkD,BSU26550,0,2736
2777,yrzM,BSU26558,0,2737
2778,yrzN,BSU26559,0,2738
2779,yrkC,BSU26560,0,2739
2780,yrkB,BSU26570,0,2740
2781,bltR,BSU26580,0,2741
2782,blt,BSU26590,1,2742
2783,bltD,BSU26600,1,2743
2784,yrkA,BSU26610,0,2744
2785,yrzO,BSU26619,0,2745
2786,yrdR,BSU26620,0,2746
2787,yrdQ,BSU26630,1,2747
2788,yrdP,BSU26640,0,2748
2789,czcD,BSU26650,0,2749
2790,yrdN,BSU26660,0,2750
2791,gltR,BSU26670,1,2751
2792,yrdK,BSU26680,0,2752
2793,brnQ,BSU26690,0,2753
2794,azlD,BSU26700,0,2754
2795,azlC,BSU26710,0,2755
2796,azlB,BSU26720,0,2756
2797,yrdF,BSU26730,0,2757
2798,cypA,BSU26740,0,2758
2799,yrdD,BSU26748,0,2759
2800,yrdD,BSU26749,0,2760
2801,yrdD,BSU26750,0,2761
2802,yrdC,BSU26760,0,2762
2803,yrdB,BSU26770,0,2763
2804,yrdA,BSU26780,0,2764
2805,aadK,BSU26790,0,2765
2806,yrpB,BSU26800,1,2766
2807,yrpC,BSU26810,1,2767
2808,yrpD,BSU26820,1,2768
2809,yrpE,BSU26830,0,2769
2810,sigZ,BSU26840,0,2770
2811,yrpG,BSU26850,1,2771
2812,yraO,BSU26860,0,2772
2813,yraN,BSU26870,0,2773
2814,yraM,BSU26880,1,2774
2815,csn,BSU26890,0,2775
2816,yraL,BSU26900,1,2776
2817,yraK,BSU26910,1,2777
2818,yraJ,BSU26920,0,2778
2819,yraI,BSU26930,0,2779
2820,yraH,BSU26940,0,2780
2821,yraG,BSU26950,1,2781
2822,yraF,BSU26960,1,2782
2823,adhB,BSU26970,1,2783
2824,yraE,BSU26980,1,2784
2825,yraD,BSU26990,1,2785
2826,yraB,BSU27000,0,2786
2827,yrzP,BSU27009,1,2787
2828,adhA,BSU27010,1,2788
2829,yraA,BSU27020,1,2789
2830,sacC,BSU27030,0,2790
2831,levG,BSU27040,0,2791
2832,levF,BSU27050,0,2792
2833,levE,BSU27060,0,2793
2834,levD,BSU27070,0,2794
2835,levR,BSU27080,0,2795
2836,aapA,BSU27090,1,2796
2837,yrhP,BSU27100,0,2797
2838,yrhO,BSU27110,1,2798
2839,sigV,BSU27120,1,2799
2840,rsiV,BSU27130,1,2800
2841,oatA,BSU27140,1,2801
2842,yrhK,BSU27150,1,2802
2843,cypB,BSU27160,0,2803
2844,bscR,BSU27170,0,2804
2845,yrhH,BSU27180,0,2805
2846,yrzI,BSU27190,0,2806
2847,yrhG,BSU27200,0,2807
2848,yrhF,BSU27210,0,2808
2849,yrhE,BSU27220,1,2809
2850,yrhD,BSU27230,1,2810
2851,yrhC,BSU27240,0,2811
2852,mccB,BSU27250,0,2812
2853,mccA,BSU27260,0,2813
2854,mtnN,BSU27270,0,2814
2855,yrrT,BSU27280,0,2815
2856,yrzA,BSU27290,1,2816
2857,yrrS,BSU27300,0,2817
2858,pbpI,BSU27310,0,2818
2859,greA,BSU27320,0,2819
2860,udk,BSU27330,0,2820
2861,yrrO,BSU27340,0,2821
2862,yrrN,BSU27350,0,2822
2863,yrrM,BSU27360,0,2823
2864,yrrL,BSU27370,0,2824
2865,yrzB,BSU27380,0,2825
2866,yrrK,BSU27390,0,2826
2867,yrzL,BSU27400,0,2827
2868,alaS,BSU27410,0,2828
2869,,BSU_misc_RNA_40,0,4259
2870,yrrI,BSU27420,0,2829
2871,glnQ,BSU27430,1,2830
2872,glnH,BSU27440,1,2831
2873,glnM,BSU27450,1,2832
2874,glnP,BSU27460,1,2833
2875,yrzQ,BSU27468,0,2834
2876,yrzR,BSU27469,0,2835
2877,yrrD,BSU27470,0,2836
2878,yrrC,BSU27480,0,2837
2879,yrrB,BSU27490,0,2838
2880,trmU,BSU27500,0,2839
2881,iscS,BSU27510,0,2840
2882,cymR,BSU27520,0,2841
2883,yrvN,BSU27530,1,2842
2884,yrvM,BSU27540,0,2843
2885,,BSU_misc_RNA_41,0,4260
2886,aspS,BSU27550,0,2844
2887,hisS,BSU27560,0,2845
2888,,BSU_misc_RNA_42,0,4261
2889,yrzK,BSU27570,0,2846
2890,yrvJ,BSU27580,1,2847
2891,dtd,BSU27590,0,2848
2892,relA,BSU27600,0,2849
2893,apt,BSU27610,0,2850
2894,recJ,BSU27620,0,2851
2895,yrvD,BSU27630,0,2852
2896,yrvC,BSU27640,0,2853
2897,secDF,BSU27650,0,2854
2898,comN,BSU27660,0,2855
2899,spoVB,BSU27670,1,2856
2900,yrbG,BSU27680,0,2857
2901,yrzE,BSU27690,1,2858
2902,yrbF,BSU27700,0,2859
2903,tgt,BSU27710,0,2860
2904,queA,BSU27720,0,2861
2905,yrzS,BSU27729,0,2862
2906,ruvB,BSU27730,0,2863
2907,ruvA,BSU27740,0,2864
2908,bofC,BSU27750,0,2865
2909,csbX,BSU27760,0,2866
2910,yrbE,BSU27770,0,2867
2911,yrzF,BSU27785,1,2868
2912,yrzH,BSU27800,1,2869
2913,yrzT,BSU27809,1,2870
2914,yrbD,BSU27810,1,2871
2915,yrbC,BSU27820,0,2872
2916,coxA,BSU27830,0,2873
2917,safA,BSU27840,0,2874
2918,nadA,BSU27850,0,2875
2919,nadC,BSU27860,0,2876
2920,nadB,BSU27870,0,2877
2921,nifS,BSU27880,1,2878
2922,nadR,BSU27890,1,2879
2923,pheA,BSU27900,0,2880
2924,yszB,BSU27910,0,2881
2925,obg,BSU27920,0,2882
2926,spo0B,BSU27930,0,2883
2927,rpmA,BSU27940,0,2884
2928,ysxB,BSU27950,0,2885
2929,rplU,BSU27960,0,2886
2930,spoIVFB,BSU27970,0,2887
2931,spoIVFA,BSU27980,0,2888
2932,minD,BSU27990,0,2889
2933,minC,BSU28000,0,2890
2934,mreD,BSU28010,0,2891
2935,mreC,BSU28020,0,2892
2936,mreB,BSU28030,0,2893
2937,radC,BSU28040,0,2894
2938,maf,BSU28050,0,2895
2939,spoIIB,BSU28060,0,2896
2940,comC,BSU28070,0,2897
2941,folC,BSU28080,0,2898
2942,valS,BSU28090,0,2899
2943,,BSU_misc_RNA_44,0,4262
2944,ysxE,BSU28100,0,2900
2945,spoVID,BSU28110,0,2901
2946,hemL,BSU28120,0,2902
2947,hemB,BSU28130,0,2903
2948,hemD,BSU28140,0,2904
2949,hemC,BSU28150,0,2905
2950,hemX,BSU28160,0,2906
2951,hemA,BSU28170,0,2907
2952,ysxD,BSU28180,1,2908
2953,ysxC,BSU28190,0,2909
2954,lonA,BSU28200,0,2910
2955,lonB,BSU28210,0,2911
2956,clpX,BSU28220,0,2912
2957,tig,BSU28230,0,2913
2958,ysoA,BSU28240,0,2914
2959,leuD,BSU28250,0,2915
2960,leuC,BSU28260,0,2916
2961,leuB,BSU28270,0,2917
2962,leuA,BSU28280,0,2918
2963,ilvC,BSU28290,0,2919
2964,ilvH,BSU28300,0,2920
2965,ilvB,BSU28310,0,2921
2966,,BSU_misc_RNA_45,0,4263
2967,ysnD,BSU28320,1,2922
2968,ysnE,BSU28330,1,2923
2969,ysnF,BSU28340,1,2924
2970,trnSL-Arg2,BSU_tRNA_84,0,4291
2971,ysnB,BSU28350,0,2925
2972,ysnA,BSU28360,0,2926
2973,rph,BSU28370,0,2927
2974,gerM,BSU28380,0,2928
2975,racE,BSU28390,0,2929
2976,ysmB,BSU28400,0,2930
2977,gerE,BSU28410,0,2931
2978,ysmA,BSU28420,0,2932
2979,sdhB,BSU28430,0,2933
2980,sdhA,BSU28440,0,2934
2981,sdhC,BSU28450,0,2935
2982,yslB,BSU28460,1,2936
2983,lysC,BSU28470,0,2937
2984,,BSU_misc_RNA_46,0,4264
2985,uvrC,BSU28490,0,2938
2986,trxA,BSU28500,0,2939
2987,xsa,BSU28510,0,2940
2988,etfA,BSU28520,0,2941
2989,etfB,BSU28530,0,2942
2990,fadB,BSU28540,0,2943
2991,fadR,BSU28550,0,2944
2992,lcfA,BSU28560,0,2945
2993,yshE,BSU28570,0,2946
2994,mutSB,BSU28580,0,2947
2995,polX,BSU28590,0,2948
2996,yshB,BSU28600,0,2949
2997,yshA,BSU28610,0,2950
2998,rnhC,BSU28620,1,2951
2999,pheT,BSU28630,0,2952
3000,pheS,BSU28640,0,2953
3001,ysgA,BSU28650,0,2954
3002,sspI,BSU28660,1,2955
3003,ysfB,BSU28670,1,2956
3004,glcD,BSU28680,1,2957
3005,glcF,BSU28690,1,2958
3006,ysfE,BSU28700,0,2959
3007,cstA,BSU28710,0,2960
3008,abfA,BSU28720,0,2961
3009,araQ,BSU28730,0,2962
3010,araP,BSU28740,0,2963
3011,araN,BSU28750,0,2964
3012,araM,BSU28760,0,2965
3013,araL,BSU28770,0,2966
3014,araD,BSU28780,0,2967
3015,araB,BSU28790,0,2968
3016,araA,BSU28800,0,2969
3017,abnA,BSU28810,0,2970
3018,ysdC,BSU28820,0,2971
3019,ysdB,BSU28830,1,2972
3020,ysdA,BSU28840,0,2973
3021,rplT,BSU28850,0,2974
3022,rpmI,BSU28860,0,2975
3023,infC,BSU28870,0,2976
3024,,BSU_misc_RNA_47,0,4265
3025,yscB,BSU28890,1,2977
3026,lrgB,BSU28900,0,2978
3027,lrgA,BSU28910,0,2979
3028,lytT,BSU28920,0,2980
3029,lytS,BSU28930,0,2981
3030,ysaA,BSU28940,1,2982
3031,thrS,BSU28950,0,2983
3032,,BSU_misc_RNA_48,0,4266
3033,ytxC,BSU28960,0,2984
3034,ytxB,BSU28970,0,2985
3035,dnaI,BSU28980,0,2986
3036,dnaB,BSU28990,0,2987
3037,nrdR,BSU29000,0,2988
3038,speD,BSU29010,0,2989
3039,gapB,BSU29020,0,2990
3040,ytcD,BSU29030,0,2991
3041,ytbD,BSU29040,1,2992
3042,ytbE,BSU29050,1,2993
3043,coaE,BSU29060,0,2994
3044,ytaF,BSU29070,0,2995
3045,mutM,BSU29080,0,2996
3046,polA,BSU29090,0,2997
3047,phoR,BSU29100,0,2998
3048,phoP,BSU29110,0,2999
3049,mdh,BSU29120,0,3000
3050,icd,BSU29130,0,3001
3051,citZ,BSU29140,0,3002
3052,ytwI,BSU29150,0,3003
3053,ytvI,BSU29160,1,3004
3054,ytzA,BSU29170,0,3005
3055,pyk,BSU29180,0,3006
3056,pfkA,BSU29190,0,3007
3057,accA,BSU29200,0,3008
3058,accD,BSU29210,0,3009
3059,ytsJ,BSU29220,0,3010
3060,dnaE,BSU29230,0,3011
3061,ytrH,BSU29239,1,3012
3062,ytrI,BSU29240,1,3013
3063,ytzJ,BSU29249,1,3014
3064,nrnA,BSU29250,0,3015
3065,ytpI,BSU29260,1,3016
3066,ytoI,BSU29270,0,3017
3067,ytnM,BSU29280,0,3018
3068,ytnL,BSU29290,0,3019
3069,rbfK,BSU29300,0,3020
3070,ytnJ,BSU29310,0,3021
3071,ytnI,BSU29320,0,3022
3072,ytmO,BSU29330,0,3023
3073,tcyN,BSU29340,0,3024
3074,tcyM,BSU29350,0,3025
3075,tcyL,BSU29360,0,3026
3076,tcyK,BSU29370,0,3027
3077,tcyJ,BSU29380,0,3028
3078,ytmI,BSU29390,0,3029
3079,ytlI,BSU29400,1,3030
3080,ytkL,BSU29410,0,3031
3081,ytkK,BSU29420,0,3032
3082,ytzD,BSU29430,0,3033
3083,argH,BSU29440,0,3034
3084,argG,BSU29450,0,3035
3085,moaB,BSU29460,0,3036
3086,ackA,BSU29470,0,3037
3087,ytxK,BSU29480,0,3038
3088,tpx,BSU29490,0,3039
3089,ytfJ,BSU29500,0,3040
3090,ytfI,BSU29510,0,3041
3091,yteJ,BSU29520,0,3042
3092,sppA,BSU29530,0,3043
3093,ppnKB,BSU29540,1,3044
3094,ytcJ,BSU29550,0,3045
3095,ytcI,BSU29560,0,3046
3096,sspA,BSU29570,0,3047
3097,thiI,BSU29580,0,3048
3098,iscS,BSU29590,0,3049
3099,braB,BSU29600,1,3050
3100,ezrA,BSU29610,0,3051
3101,hisJ,BSU29620,1,3052
3102,yttP,BSU29630,0,3053
3103,ytsP,BSU29640,1,3054
3104,ytrP,BSU29650,0,3055
3105,rpsD,BSU29660,1,3056
3106,tyrS,BSU29670,0,3057
3107,ytzK,BSU29679,0,3058
3108,acsA,BSU29680,0,3059
